season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,down,ydstogo,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_TOP,Result,FootballYards,Drive_Yards,MapRoleRusher,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePassDefender,MapRoleTackler2,FootballMainScoringPlay,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballConvAttPts,MapRoleQbHitter,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,28,1682882007.0,54807,2023-04-30 19:13:27.000000,EventFootballFg,4-10-DC 15 (9:54) 11 D. Eberle 33 yard field goal is GOOD,,True,1,9,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,11,2303001-NorthChamp,594,1494,3294,9:54,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,15,1,15.0,0,0,0,,22874,,StatusOfficial,ResultKickMade,,,,,,4.0,10.0,Visitor,26.0,10.0,5:06,FG,33.0,59.0,,,,,,,,,ScoreTypeFg,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,30,1682882224.0,55024,2023-04-30 19:17:04.000000,EventFootballKickoff,FROM SEA 30 (9:53) 11 D. Eberle kicks from SEA 30. 13 P. Williams to DC 36 for 33 yards (16 M. Wright),,True,1,9,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,12,2303001-NorthChamp,593,1493,3293,9:53,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,30,2,30.0,0,3,0,21721,22874,21685,StatusOfficial,ResultKickReturned,33.0,Home,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,33,1682882269.0,55069,2023-04-30 19:17:49.000000,EventFootballRush,"1-10-DC 36 (9:42) 4 A. Smith rush to DC 37 for 1 yard (8 T. Walker, 48 S. Miller)",,True,1,9,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,13,2303001-NorthChamp,582,1482,3282,9:42,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Home,36,2,64.0,0,3,0,21620,,,StatusOfficial,,,,,,,1.0,10.0,Home,36.0,1.0,0:34, ,1.0,1.0,21427,,,,,,,22630,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,35,1682882304.0,55104,2023-04-30 19:18:24.000000,EventFootballPass,"2-9-DC 37 (9:08) 10 J. Ta'amu pass to 88 B. Moore-Mckinney to SEA 7 for 56 yards (32 Q. Cole, 53 T. Adams)",,True,1,9,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,14,2303001-NorthChamp,548,1448,3248,9:08,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Home,37,2,63.0,0,3,0,20311,,,StatusOfficial,ResultPassComplete,,,,22296,21983,2.0,9.0,Home,36.0,2.0,1:08, ,56.0,57.0,,,,,,,,22899,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,37,1682882345.0,55145,2023-04-30 19:19:05.000000,EventFootballRush,1-7-SEA 7 (8:33) 4 A. Smith rush to SEA 3 for 4 yards (51 T. Skipper),,True,1,8,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,15,2303001-NorthChamp,513,1413,3213,8:33,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,7,2,7.0,0,3,0,21422,,,StatusOfficial,,,,,,,1.0,7.0,Home,36.0,3.0,1:32, ,4.0,61.0,21427,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,39,1682882378.0,55178,2023-04-30 19:19:38.000000,EventFootballRush,"2-3-SEA 3 (8:02) 4 A. Smith rush to SEA 5 for -2 yards (53 T. Adams, 32 Q. Cole)",,True,1,8,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,16,2303001-NorthChamp,482,1382,3182,8:02,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,3,2,3.0,0,3,0,22899,,,StatusOfficial,,,,,,,2.0,3.0,Home,36.0,4.0,1:59, ,-2.0,59.0,21427,,,,,,,20311,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,41,1682882415.0,55215,2023-04-30 19:20:15.000000,EventFootballPass,3-5-SEA 5 (7:28) 10 J. Ta'amu pass incomplete to 18 A. Ellis Pass Defended by 53 T. Adams,,True,1,7,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,17,2303001-NorthChamp,448,1348,3148,7:28,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,5,2,5.0,0,3,0,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20448,3.0,5.0,Home,36.0,5.0,2:29, ,,59.0,,,,,,,22899,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,43,1682882455.0,55255,2023-04-30 19:20:55.000000,EventFootballFg,4-5-SEA 5 (6:55) 34 M. McCrane 24 yard field goal is GOOD,,True,1,6,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,18,2303001-NorthChamp,415,1315,3115,6:55,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,5,2,5.0,0,3,0,,21028,,StatusOfficial,ResultKickMade,,,,,,4.0,5.0,Home,36.0,6.0,2:59,FG,24.0,59.0,,,,,,,,,ScoreTypeFg,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,48,1682882666.0,55466,2023-04-30 19:24:26.000000,EventFootballKickoff,"FROM DC 30 (6:54) 34 M. McCrane kicks from DC 30. 86 K. McKnight to SEA 20 for 24 yards (20 J. Brooks) PENALTY on (SEA) 9 C. Hicks, 10 yards",,True,1,6,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,19,2303001-NorthChamp,414,1314,3114,6:54,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,30,3,30.0,0,3,3,20189,21028,21875,StatusOfficial,ResultKickReturned,24.0,Visitor,20.0,,,,,,,,,,,,,6,22344,10.0,ResultPenaltyOnkickoffpat,NA,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,47,1682882743.0,55543,2023-04-30 19:25:43.000000,EventFootballPass,1-10-SEA 20 (6:46) 6 B. DiNucci pass dropped by 0 J. Gordon,,True,1,6,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,20,2303001-NorthChamp,406,1306,3106,6:46,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,20,3,80.0,0,3,3,,,,StatusOfficial,ResultPassDropped,,,,21979,22840,1.0,10.0,Visitor,20.0,1.0,0:09, ,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,50,1682882776.0,55576,2023-04-30 19:26:16.000000,EventFootballPass,"2-10-SEA 20 (6:16) 6 B. DiNucci pass to 0 J. Gordon to SEA 25 for 5 yards (15 M. Joseph, 36 D. Swearinger)",,True,1,6,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,21,2303001-NorthChamp,376,1276,3076,6:16,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,20,3,80.0,0,3,3,22862,,,StatusOfficial,ResultPassComplete,,,,21979,22840,2.0,10.0,Visitor,20.0,2.0,0:52, ,5.0,5.0,,,,,,,,22902,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,52,1682882815.0,55615,2023-04-30 19:26:55.000000,EventFootballPass,3-5-SEA 25 (5:39) 6 B. DiNucci pass dropped by 4 J. Green,,True,1,5,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,22,2303001-NorthChamp,339,1239,3039,5:39,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,25,3,75.0,0,3,3,,,,StatusOfficial,ResultPassDropped,,,,21979,22035,3.0,5.0,Visitor,20.0,3.0,1:16, ,,5.0,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,54,1682882852.0,55652,2023-04-30 19:27:32.000000,EventFootballPunt,4-5-SEA 25 (5:08) 10 C. Nizialek punts 50 yards from SEA 25 to DC 25. 13 P. Williams to DC 31 for 6 yards (96 D. Joseph),,True,1,5,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,23,2303001-NorthChamp,308,1208,3008,5:08,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,25,3,75.0,0,3,3,21869,,,StatusOfficial,ResultKickReturned,,Home,31.0,,,4.0,5.0,Visitor,20.0,3.0,1:47,PUNT,,5.0,,,,,,,,,,21997,21685,50.0,6.0,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,57,1682882894.0,55694,2023-04-30 19:28:14.000000,EventFootballRush,1-10-DC 31 (5:00) 4 A. Smith rush to DC 37 for 6 yards (53 T. Adams),,True,1,5,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,24,2303001-NorthChamp,300,1200,3000,5:00,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Home,31,4,69.0,0,3,3,22899,,,StatusOfficial,,,,,,,1.0,10.0,Home,31.0,1.0,0:17, ,6.0,6.0,21427,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,60,1682882924.0,55724,2023-04-30 19:28:44.000000,EventFootballRush,2-4-DC 37 (4:30) 10 J. Ta'amu rush to DC 40 for 3 yards (2 A. Brooks),,True,1,4,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,25,2303001-NorthChamp,270,1170,2970,4:30,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Home,37,4,63.0,0,3,3,21919,,,StatusOfficial,,,,,,,2.0,4.0,Home,31.0,2.0,0:57, ,3.0,9.0,22296,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,62,1682882961.0,55761,2023-04-30 19:29:21.000000,EventFootballRush,"3-1-DC 40 (3:54) 4 A. Smith rush to DC 41 for 1 yard (53 T. Adams, 2 A. Brooks)",,True,1,3,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,26,2303001-NorthChamp,234,1134,2934,3:54,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Home,40,4,60.0,0,3,3,22899,,,StatusOfficial,,,,,,,3.0,1.0,Home,31.0,3.0,1:25, ,1.0,10.0,21427,,,,,,,21919,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,64,1682882994.0,55794,2023-04-30 19:29:54.000000,EventFootballPass,1-10-DC 41 (3:21) 10 J. Ta'amu pass incomplete to 82 E. Wolf,,True,1,3,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,27,2303001-NorthChamp,201,1101,2901,3:21,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Home,41,4,59.0,0,3,3,,,,StatusOfficial,ResultPassIncomplete,,,,22296,21711,1.0,10.0,Home,31.0,4.0,1:48, ,,10.0,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,66,1682883029.0,55829,2023-04-30 19:30:29.000000,EventFootballPass,2-10-DC 41 (2:49) 10 J. Ta'amu pass to 1 C. Blair to SEA 48 for 11 yards (16 M. Wright),,True,1,2,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,28,2303001-NorthChamp,169,1069,2869,2:49,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Home,41,4,59.0,0,3,3,21721,,,StatusOfficial,ResultPassComplete,,,,22296,20133,2.0,10.0,Home,31.0,5.0,2:25, ,11.0,21.0,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,68,1682883055.0,55855,2023-04-30 19:30:55.000000,EventFootballRush,"1-10-SEA 48 (2:29) 4 A. Smith rush to SEA 44 for 4 yards (8 T. Walker, 53 T. Adams)",,True,1,2,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,29,2303001-NorthChamp,149,1049,2849,2:29,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,48,4,48.0,0,3,3,21620,,,StatusOfficial,,,,,,,1.0,10.0,Home,31.0,6.0,2:49, ,4.0,25.0,21427,,,,,,,22899,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,70,1682883086.0,55886,2023-04-30 19:31:26.000000,EventFootballPass,"2-6-SEA 44 (1:59) 10 J. Ta'amu pass to 11 L. Jackson for 44 yards, TOUCHDOWN",,True,1,1,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,30,2303001-NorthChamp,119,1019,2819,1:59,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,44,4,44.0,0,3,3,,,,StatusOfficial,ResultPassComplete,,,,22296,20766,2.0,6.0,Home,31.0,7.0,3:05,TD,44.0,69.0,,,,,,,,,ScoreTypeTd,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,72,1682883127.0,55927,2023-04-30 19:32:07.000000,EventFootballPat2PtPass,FROM SEA 5 (1:59) 10 J. Ta'amu 2-pt conversion pass to 4 A. Smith NO GOOD,,True,1,1,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,31,2303001-NorthChamp,119,1019,2819,1:59,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,5,4,5.0,0,3,9,,,,StatusOfficial,ResultPassComplete,,,,22296,21427,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,74,1682883227.0,56027,2023-04-30 19:33:47.000000,EventFootballKickoff,"FROM DC 30 (1:57) 34 M. McCrane kicks from DC 30. 86 K. McKnight to SEA 24 for 19 yards (48 A. Mintze, 5 R. Northrup)",,True,1,1,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,32,2303001-NorthChamp,117,1017,2817,1:57,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,30,5,30.0,0,3,9,21080,21028,21875,StatusOfficial,ResultKickReturned,19.0,Visitor,24.0,,,,,,,,,,,,,,,,,,,21148,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,76,1682883280.0,56080,2023-04-30 19:34:40.000000,EventFootballPass,1-10-SEA 24 (1:49) 6 B. DiNucci pass to 4 J. Green to SEA 28 for 4 yards QB Hit by 96 J. Panasiuk (36 D. Swearinger),,True,1,1,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,33,2303001-NorthChamp,109,1009,2809,1:49,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,24,5,76.0,0,3,9,22902,,,StatusOfficial,ResultPassComplete,,,,21979,22035,1.0,10.0,Visitor,24.0,1.0,0:26, ,4.0,4.0,,,,,,,,,,,,,,,21182,0,0.0,0.0,0.0,0.0,0.0
