season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,MapRoleTackler1,MapRoleTackler2,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,Down,Distance,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleRusher,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRolePassDefender,FootballMainScoringPlay,FootballConvAttPts,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,31,1679958690.0,69090,2023-03-27 23:11:30.000000,EventFootballPunt,4-2-DC 22 (9:44) 19 D. Whelan punts 63 yards from DC 22 to HOU 15. 4 W. Likely to HOU 34 for 19 yards (57 A. Hines),,True,1,9,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,13,2302024-HOU-at-DC,584,1484,3284,9:44,3,3,Home,22,2,8,,,,1.0,78,0,0,22364,,,,StatusOfficial,ResultKickReturned,,Visitor,34.0,,,4.0,2.0,,Home,14.0,3.0,8.0,1:32,PUNT,,21835,22601,63.0,19.0,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,33,1679958886.0,69286,2023-03-27 23:14:46.000000,EventFootballPass,1-10-HOU 34 (9:36) 12 B. Silvers pass to 2 C. Byrd to HOU 36 for 2 yards (24 A. Kelly),,True,1,9,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,14,2302024-HOU-at-DC,576,1476,3276,9:36,3,3,Visitor,34,3,2,,,,0.0,66,0,0,20873,,,,StatusOfficial,ResultPassComplete,,,,21984,20241,1.0,10.0,2.0,Visitor,34.0,1.0,2.0,0:24, ,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,35,1679958922.0,69322,2023-03-27 23:15:22.000000,EventFootballPass,2-8-HOU 36 (9:00) 12 B. Silvers pass to 3 A. Harris to DC 45 for 19 yards (26 D. Neal),,True,1,9,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,15,2302024-HOU-at-DC,540,1440,3240,9:00,3,3,Visitor,36,3,2,,,,0.0,64,0,0,21133,,,,StatusOfficial,ResultPassComplete,,,,21984,20633,2.0,8.0,19.0,Visitor,34.0,2.0,21.0,0:51, ,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,37,1679958962.0,69362,2023-03-27 23:16:02.000000,EventFootballPass,1-10-DC 45 (8:27) 12 B. Silvers pass to 6 T. Harris to DC 45 for 0 yards (43 F. Bernard),,True,1,8,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,16,2302024-HOU-at-DC,507,1407,3207,8:27,3,3,Home,45,3,2,,,,0.0,45,0,0,22329,,,,StatusOfficial,ResultPassComplete,,,,21984,20642,1.0,10.0,0.0,Visitor,34.0,3.0,21.0,1:26, ,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,39,1679959000.0,69400,2023-03-27 23:16:40.000000,EventFootballPass,2-10-DC 45 (7:50) 12 B. Silvers pass to 2 C. Byrd to DC 37 for 8 yards (20 J. Brooks),,True,1,7,50,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,17,2302024-HOU-at-DC,470,1370,3170,7:50,3,3,Home,45,3,2,,,,0.0,45,0,0,20189,,,,StatusOfficial,ResultPassComplete,,,,21984,20241,2.0,10.0,8.0,Visitor,34.0,4.0,29.0,2:19, ,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,41,1679959040.0,69440,2023-03-27 23:17:20.000000,EventFootballRush,3-2-DC 37 (7:10) 22 M. Borghi rush to DC 28 for 9 yards (24 A. Kelly),,True,1,7,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,18,2302024-HOU-at-DC,430,1330,3130,7:10,3,3,Home,37,3,2,,,,0.0,37,0,0,20873,,,,StatusOfficial,,,,,,,3.0,2.0,9.0,Visitor,34.0,5.0,38.0,2:46, ,20149,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,43,1679959074.0,69474,2023-03-27 23:17:54.000000,EventFootballPass,1-10-DC 28 (6:39) 14 C. McDonald pass incomplete to 10 J. Smith,,True,1,6,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,19,2302024-HOU-at-DC,399,1299,3099,6:39,3,3,Home,28,3,2,,,,0.0,28,0,0,,,,,StatusOfficial,ResultPassIncomplete,,,,21982,21441,1.0,10.0,,Visitor,34.0,6.0,38.0,3:05, ,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,45,1679959107.0,69507,2023-03-27 23:18:27.000000,EventFootballPass,2-10-DC 28 (6:08) 12 B. Silvers pass to 1 D. Burnett to DC 14 for 14 yards (39 S. Ramirez),,True,1,6,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,20,2302024-HOU-at-DC,368,1268,3068,6:08,3,3,Home,28,3,2,,,,0.0,28,0,0,21278,,,,StatusOfficial,ResultPassComplete,,,,21984,20229,2.0,10.0,14.0,Visitor,34.0,7.0,52.0,3:50, ,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,55,1679959194.0,69594,2023-03-27 23:19:54.000000,EventFootballPenalty,"1-10-DC 14 (5:20) PENALTY on (DC) 99 J. Wallace, 10 yards",,True,1,5,20,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,21,2302024-HOU-at-DC,320,1220,3020,5:20,3,3,Home,14,3,2,,,,0.0,14,0,0,,,,,StatusOfficial,,,,,,,1.0,10.0,,Visitor,34.0,7.0,62.0,4:32, ,,,,,,,,,8,21623,10.0,ResultPenaltyAuto1Stdown,NA,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,52,1679959220.0,69620,2023-03-27 23:20:20.000000,EventFootballRush,"1-4-DC 4 (5:08) 22 M. Borghi rush for 4 yards, TOUCHDOWN",,True,1,5,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,22,2302024-HOU-at-DC,308,1208,3008,5:08,3,3,Home,4,3,2,,,,0.0,4,0,0,,,,,StatusOfficial,,,,,,,1.0,4.0,4.0,Visitor,34.0,8.0,66.0,4:32,TD,20149,,,,,,ScoreTypeTd,,,,,,,0,0.0,1.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,54,1679959236.0,69636,2023-03-27 23:20:36.000000,EventFootballPat2PtPass,FROM DC 5 (5:08) 12 B. Silvers 2-pt conversion pass to 2 C. Byrd GOOD,,True,1,5,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,23,2302024-HOU-at-DC,308,1208,3008,5:08,3,3,Home,5,3,2,,,,0.0,5,6,0,,,,,StatusOfficial,ResultPassComplete,,,,21984,20241,,,5.0,,,,,,,,,,,,,ScoreTypeConv,2.0,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,57,1679959483.0,69883,2023-03-27 23:24:43.000000,EventFootballKickoff,FROM HOU 30 (5:07) 8 H. Duplessis kicks from HOU 30. 12 J. Ezzard to DC 32 for 20 yards (36 C. Brice),,True,1,5,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,24,2302024-HOU-at-DC,307,1207,3007,5:07,3,3,Visitor,30,4,8,,,,1.0,30,8,0,21918,,20474,21984,StatusOfficial,ResultKickReturned,20.0,Home,32.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,59,1679959535.0,69935,2023-03-27 23:25:35.000000,EventFootballRush,"1-10-DC 32 (4:58) 4 A. Smith rush to DC 36 for 4 yards (52 E. Ellerbee) PENALTY on (HOU) 52 E. Ellerbee, 15 yards",,True,1,4,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,25,2302024-HOU-at-DC,298,1198,2998,4:58,3,3,Home,32,4,8,,,,1.0,68,8,0,21857,,,,StatusOfficial,,,,,,,1.0,10.0,4.0,Home,32.0,1.0,19.0,0:24, ,21427,,,,,,,,2,21857,15.0,ResultPenaltyAuto1Stdown,NA,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,61,1679959605.0,70005,2023-03-27 23:26:45.000000,EventFootballPass,1-10-HOU 49 (4:34) 10 J. Ta'amu pass to 11 L. Jackson to HOU 13 for 36 yards (11 T. Beckett),,True,1,4,34,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,26,2302024-HOU-at-DC,274,1174,2974,4:34,3,3,Visitor,49,4,8,,,,1.0,49,8,0,20107,,,,StatusOfficial,ResultPassComplete,,,,22296,20766,1.0,10.0,36.0,Home,32.0,2.0,55.0,0:48, ,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,63,1679959633.0,70033,2023-03-27 23:27:13.000000,EventFootballPass,"1-10-HOU 13 (4:14) 10 J. Ta'amu pass to 4 A. Smith to HOU 6 for 7 yards (52 E. Ellerbee, 29 A. Hendy)",,True,1,4,14,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,27,2302024-HOU-at-DC,254,1154,2954,4:14,3,3,Visitor,13,4,8,,,,1.0,13,8,0,21857,20675,,,StatusOfficial,ResultPassComplete,,,,22296,21427,1.0,10.0,7.0,Home,32.0,3.0,62.0,1:01, ,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,65,1679959732.0,70132,2023-03-27 23:28:52.000000,EventFootballPass,2-3-HOU 6 (3:55) 10 J. Ta'amu pass incomplete to 0 J. Hammond Pass Defended by 29 A. Hendy,,True,1,3,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,28,2302024-HOU-at-DC,235,1135,2935,3:55,3,3,Visitor,6,4,8,,,,1.0,6,8,0,,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20618,2.0,3.0,,Home,32.0,4.0,62.0,1:19, ,,,,,,20675,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,67,1679959767.0,70167,2023-03-27 23:29:27.000000,EventFootballPenalty,"3-3-HOU 6 (3:28) PENALTY on (HOU) 3 A. Harris, 5 yards",,True,1,3,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,29,2302024-HOU-at-DC,208,1108,2908,3:28,3,3,Visitor,6,4,8,,,,1.0,6,8,0,,,,,StatusOfficial,,,,,,,3.0,3.0,,Home,32.0,4.0,67.0,1:40, ,,,,,,,,,2,20633,5.0,ResultPenaltyAuto1Stdown,NA,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,72,1679959813.0,70213,2023-03-27 23:30:13.000000,EventFootballRush,"1-1-HOU 1 (3:09) 4 A. Smith rush to HOU 1 for 0 yards (18 J. Mosley, 45 J. Daka)",,True,1,3,9,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,30,2302024-HOU-at-DC,189,1089,2889,3:09,3,3,Visitor,1,4,8,,,,1.0,1,8,0,21108,20350,,,StatusOfficial,,,,,,,1.0,1.0,0.0,Home,32.0,5.0,67.0,2:14, ,21427,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,71,1679959882.0,70282,2023-03-27 23:31:22.000000,EventFootballPenalty,"2-1-HOU 1 (2:28) PENALTY on (DC) 88 B. Moore-Mckinney, 15 yards",,True,1,2,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,31,2302024-HOU-at-DC,148,1048,2848,2:28,3,3,Visitor,1,4,8,,,,1.0,1,8,0,,,,,StatusOfficial,,,,,,,2.0,1.0,,Home,32.0,5.0,52.0,2:40, ,,,,,,,,,8,21983,15.0,ResultPenaltyRepeatdown,NA,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,74,1679959932.0,70332,2023-03-27 23:32:12.000000,EventFootballPass,2-16-HOU 16 (2:10) 10 J. Ta'amu pass incomplete to 11 L. Jackson,,True,1,2,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,32,2302024-HOU-at-DC,130,1030,2830,2:10,3,3,Visitor,16,4,8,,,,1.0,16,8,0,,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20766,2.0,16.0,,Home,32.0,6.0,52.0,2:58, ,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,77,1679959975.0,70375,2023-03-27 23:32:55.000000,EventFootballPass,3-16-HOU 16 (1:40) 10 J. Ta'amu pass incomplete to 8 J. Ferguson Pass Defended by 0 K. Vincent,,True,1,1,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,33,2302024-HOU-at-DC,100,1000,2800,1:40,3,3,Visitor,16,4,8,,,,1.0,16,8,0,,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20474,3.0,16.0,,Home,32.0,7.0,52.0,3:30, ,,,,,,21609,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,79,1679960013.0,70413,2023-03-27 23:33:33.000000,EventFootballFg,4-16-HOU 16 (1:18) 34 M. McCrane 34 yard field goal is GOOD,,True,1,1,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,34,2302024-HOU-at-DC,78,978,2778,1:18,3,3,Visitor,16,4,8,,,,1.0,16,8,0,,,21028,,StatusOfficial,ResultKickMade,,,,,,4.0,16.0,34.0,Home,32.0,8.0,52.0,3:50,FG,,,,,,,ScoreTypeFg,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,81,1679960086.0,70486,2023-03-27 23:34:46.000000,EventFootballKickoff,FROM DC 30 (1:16) 34 M. McCrane kicks from DC 30. 20 D. Lee to HOU 26 for 25 yards (38 N. Rouse),,True,1,1,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,35,2302024-HOU-at-DC,76,976,2776,1:16,3,3,Home,30,5,2,,,,0.0,30,8,3,21350,,34,20189,StatusOfficial,ResultKickReturned,25.0,Visitor,26.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,86,1679960134.0,70534,2023-03-27 23:35:34.000000,EventFootballRush,"1-10-HOU 26 (1:05) 22 M. Borghi rush to HOU 28 for 2 yards (20 J. Brooks, 43 F. Bernard)",,True,1,1,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,36,2302024-HOU-at-DC,65,965,2765,1:05,3,3,Visitor,26,5,2,,,,0.0,74,8,3,20189,22329,,,StatusOfficial,,,,,,,1.0,10.0,2.0,Visitor,26.0,1.0,2.0,0:28, ,20149,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
