season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleTackler2,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,down,ydstogo,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,FootballTimeoutTeamId,MapRoleQbHitter,FootballMainScoringPlay,FootballConvAttPts,MapRolePassDefender,MapRolePunter,FootballPuntYards,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,24,1682810103.0,69303,2023-04-29 23:15:03.000000,EventFootballPass,1-10-HOU 21 (10:26) 12 L. Perez pass incomplete to 85 T. Vaughns,,True,1,10,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,10,2303002-SouthChamp,626,1526,3326,10:26,1,,,0.0,ARL,HOU,0.0,2,3,2.0,2.0,Home,21,1,21.0,0,0,0,,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,,Visitor,25.0,8.0,54.0,4:56, ,21207,22363,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,26,1682810138.0,69338,2023-04-29 23:15:38.000000,EventFootballPass,"2-10-HOU 21 (9:53) 12 L. Perez pass to 13 C. Vander Esch to HOU 14 for 7 yards (52 E. Ellerbee, 3 A. Harris)",,True,1,9,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,11,2303002-SouthChamp,593,1493,3293,9:53,1,,,0.0,ARL,HOU,0.0,2,3,2.0,2.0,Home,21,1,21.0,0,0,0,21857,20633,,,StatusOfficial,ResultPassComplete,,,,,2.0,10.0,7.0,Visitor,25.0,9.0,61.0,5:36, ,21207,21601,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,29,1682810186.0,69386,2023-04-29 23:16:26.000000,EventFootballPass,"3-3-HOU 14 (9:05) 12 L. Perez pass to 3 J. Payton for 14 yards QB Hit by 11 T. Beckett, TOUCHDOWN",,True,1,9,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,12,2303002-SouthChamp,545,1445,3245,9:05,1,,,0.0,ARL,HOU,0.0,2,3,2.0,2.0,Home,14,1,14.0,0,0,0,,,,,StatusOfficial,ResultPassComplete,,,,,3.0,3.0,14.0,Visitor,25.0,10.0,75.0,5:55,TD,21207,22354,,20107,ScoreTypeTd,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,31,1682810213.0,69413,2023-04-29 23:16:53.000000,EventFootballPat2PtPass,FROM HOU 5 (9:05) 12 L. Perez 2-pt conversion pass to 80 S. Cannella NO GOOD,,True,1,9,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,13,2303002-SouthChamp,545,1445,3245,9:05,1,,,0.0,ARL,HOU,0.0,2,3,2.0,2.0,Home,5,1,5.0,0,6,0,,,,,StatusOfficial,ResultPassIncomplete,,,,,,,,,,,,,,21207,22030,,,,2.0,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,33,1682810461.0,69661,2023-04-29 23:21:01.000000,EventFootballKickoff,"FROM ARL 30 (9:04) 1 T. Russolino kicks from ARL 30. 22 M. Borghi to HOU 32 for 21 yards (80 S. Cannella, 53 D. Sankey)",,True,1,9,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,14,2303002-SouthChamp,544,1444,3244,9:04,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Visitor,30,2,30.0,0,6,0,22030,22886,21359,20149,StatusOfficial,ResultKickReturned,21.0,Home,32.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,35,1682810505.0,69705,2023-04-29 23:21:45.000000,EventFootballRush,1-10-HOU 32 (8:59) 22 M. Borghi rush to HOU 37 for 5 yards (6 D. Lambert),,True,1,8,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,15,2303002-SouthChamp,539,1439,3239,8:59,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Home,32,2,68.0,0,6,0,20919,,,,StatusOfficial,,,,,20149,1.0,10.0,5.0,Home,32.0,1.0,5.0,0:26, ,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,37,1682810544.0,69744,2023-04-29 23:22:24.000000,EventFootballPass,2-5-HOU 37 (8:21) 12 B. Silvers pass incomplete to 86 T. Salter Pass Defended by 6 D. Lambert,,True,1,8,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,16,2303002-SouthChamp,501,1401,3201,8:21,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Home,37,2,63.0,0,6,0,,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,5.0,,Home,32.0,2.0,5.0,0:47, ,21984,21362,,,,,20919,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,39,1682810580.0,69780,2023-04-29 23:23:00.000000,EventFootballPass,3-5-HOU 37 (8:01) 12 B. Silvers pass to 26 B. Alleyne to ARL 41 for 22 yards (18 D. Payne),,True,1,8,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,17,2303002-SouthChamp,481,1381,3181,8:01,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Home,37,2,63.0,0,6,0,22675,,,,StatusOfficial,ResultPassComplete,,,,,3.0,5.0,22.0,Home,32.0,3.0,27.0,1:27, ,21984,20033,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,41,1682810618.0,69818,2023-04-29 23:23:38.000000,EventFootballRush,1-10-ARL 41 (7:23) 14 C. McDonald rush to ARL 40 for 1 yard (4 J. Powell),,True,1,7,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,18,2303002-SouthChamp,443,1343,3143,7:23,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Visitor,41,2,41.0,0,6,0,21251,,,,StatusOfficial,,,,,21982,1.0,10.0,1.0,Home,32.0,4.0,28.0,1:52, ,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,43,1682810660.0,69860,2023-04-29 23:24:20.000000,EventFootballPass,2-9-ARL 40 (6:41) 12 B. Silvers pass incomplete to 86 T. Salter,,True,1,6,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,19,2303002-SouthChamp,401,1301,3101,6:41,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Visitor,40,2,40.0,0,6,0,,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,9.0,,Home,32.0,5.0,28.0,2:33, ,21984,21362,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,45,1682810703.0,69903,2023-04-29 23:25:03.000000,EventFootballRush,3-9-ARL 40 (6:00) 12 B. Silvers rush to ARL 34 for 6 yards (90 B. Hector),,True,1,6,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,20,2303002-SouthChamp,360,1260,3060,6:00,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Visitor,40,2,40.0,0,6,0,22010,,,,StatusOfficial,,,,,21984,3.0,9.0,6.0,Home,32.0,6.0,34.0,3:21, ,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,47,1682810742.0,69942,2023-04-29 23:25:42.000000,EventFootballPass,4-3-ARL 34 (5:21) 12 B. Silvers pass incomplete to 83 M. Bandy,,True,1,5,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,21,2303002-SouthChamp,321,1221,3021,5:21,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Visitor,34,2,34.0,0,6,0,,,,,StatusOfficial,ResultPassIncomplete,,,,,4.0,3.0,,Home,32.0,7.0,34.0,3:44,DOWNS,21984,22900,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,49,1682810975.0,70175,2023-04-29 23:29:35.000000,EventFootballRush,1-10-ARL 34 (5:18) 2 D. Smith rush to ARL 35 for 1 yard (97 G. Logan),,True,1,5,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,22,2303002-SouthChamp,318,1218,3018,5:18,1,,,0.0,ARL,HOU,0.0,2,3,2.0,2.0,Visitor,34,3,66.0,0,6,0,21946,,,,StatusOfficial,,,,,22305,1.0,10.0,1.0,Visitor,34.0,1.0,1.0,0:10, ,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,51,1682811020.0,70220,2023-04-29 23:30:20.000000,EventFootballPass,2-9-ARL 35 (4:33) 12 L. Perez pass to 85 T. Vaughns to ARL 42 for 7 yards (4 W. Likely),,True,1,4,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,23,2303002-SouthChamp,273,1173,2973,4:33,1,,,0.0,ARL,HOU,0.0,2,3,2.0,2.0,Visitor,35,3,65.0,0,6,0,22601,,,,StatusOfficial,ResultPassComplete,,,,,2.0,9.0,7.0,Visitor,34.0,2.0,8.0,1:07, ,21207,22363,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,53,1682811050.0,70250,2023-04-29 23:30:50.000000,EventFootballRush,"3-2-ARL 42 (4:05) 2 D. Smith rush to ARL 40 for -2 yards (52 E. Ellerbee, 45 J. Daka)",,True,1,4,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,24,2303002-SouthChamp,245,1145,2945,4:05,1,,,0.0,ARL,HOU,0.0,2,3,2.0,2.0,Visitor,42,3,58.0,0,6,0,21857,20350,,,StatusOfficial,,,,,22305,3.0,2.0,-2.0,Visitor,34.0,3.0,6.0,1:30, ,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,55,1682811095.0,70295,2023-04-29 23:31:35.000000,EventFootballPunt,"4-4-ARL 40 (3:20) 0 M. King punts 40 yards, downed at HOU 20",,True,1,3,20,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,25,2303002-SouthChamp,200,1100,2900,3:20,1,,,0.0,ARL,HOU,0.0,2,3,2.0,2.0,Visitor,40,3,60.0,0,6,0,,,,,StatusOfficial,ResultKickDowned,,Home,20.0,,4.0,4.0,,Visitor,34.0,3.0,6.0,2:01,PUNT,,,,,,,,20891,40.0,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,57,1682811309.0,70509,2023-04-29 23:35:09.000000,EventFootballPass,1-10-HOU 20 (3:15) 14 C. McDonald pass incomplete to 2 C. Byrd,,True,1,3,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,26,2303002-SouthChamp,195,1095,2895,3:15,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Home,20,4,80.0,0,6,0,,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,,Home,20.0,1.0,,0:09, ,21982,20241,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,59,1682811339.0,70539,2023-04-29 23:35:39.000000,EventFootballRush,2-10-HOU 20 (2:46) 22 M. Borghi rush to HOU 24 for 4 yards (5 W. Hill),,True,1,2,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,27,2303002-SouthChamp,166,1066,2866,2:46,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Home,20,4,80.0,0,6,0,20693,,,,StatusOfficial,,,,,20149,2.0,10.0,4.0,Home,20.0,2.0,4.0,0:48, ,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,61,1682811380.0,70580,2023-04-29 23:36:20.000000,EventFootballPass,3-6-HOU 24 (2:05) 12 B. Silvers pass to 2 C. Byrd to HOU 30 for 6 yards (21 C. LeBlanc),,True,1,2,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,28,2303002-SouthChamp,125,1025,2825,2:05,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Home,24,4,76.0,0,6,0,21798,,,,StatusOfficial,ResultPassComplete,,,,,3.0,6.0,6.0,Home,20.0,3.0,10.0,1:29, ,21984,20241,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,63,1682811411.0,70611,2023-04-29 23:36:51.000000,EventFootballRush,1-10-HOU 30 (1:34) 35 J. Cox rush to HOU 32 for 2 yards (45 W. Clarke),,True,1,1,34,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,29,2303002-SouthChamp,94,994,2794,1:34,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Home,30,4,70.0,0,6,0,20296,,,,StatusOfficial,,,,,21854,1.0,10.0,2.0,Home,20.0,4.0,12.0,2:03, ,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,65,1682811446.0,70646,2023-04-29 23:37:26.000000,EventFootballPass,2-8-HOU 32 (0:59) 12 B. Silvers pass to 26 B. Alleyne to HOU 26 for -6 yards (5 W. Hill),,True,1,0,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,30,2303002-SouthChamp,59,959,2759,0:59,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Home,32,4,68.0,0,6,0,20693,,,,StatusOfficial,ResultPassComplete,,,,,2.0,8.0,-6.0,Home,20.0,5.0,6.0,2:36, ,21984,20033,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,67,1682811482.0,70682,2023-04-29 23:38:02.000000,EventFootballRush,3-14-HOU 26 (0:23) 26 B. Alleyne rush to HOU 28 for 2 yards (90 B. Hector),,True,1,0,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,31,2303002-SouthChamp,23,923,2723,0:23,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Home,26,4,74.0,0,6,0,22010,,,,StatusOfficial,,,,,20033,3.0,14.0,2.0,Home,20.0,6.0,8.0,3:16, ,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_29_ARL@HOU,ARL,1,HOU,2,outdoors,69,1682811546.0,70746,2023-04-29 23:39:06.000000,EventFootballTimeout,4-12-HOU 28 (0:01) Timeout by Houston Roughnecks at 0:01,,True,1,0,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_29_ARL@HOU,,QBStat,32,2303002-SouthChamp,1,901,2701,0:01,2,,,1.0,HOU,ARL,0.0,2,3,3.0,3.0,Home,28,4,72.0,0,6,0,,,,,StatusOfficial,,,,,,4.0,12.0,,Home,20.0,6.0,8.0,3:19, ,,,2,,,,,,,0,0.0,0.0,0.0,0.0,0.0
