season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,down,ydstogo,MapRoleTackler1,MapRoleTackler2,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRoleQbHitter,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_TOP,Result,FootballYards,Drive_Yards,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRoleRusher,FootballTimeoutTeamId,FootballMainScoringPlay,FootballConvAttPts,MapRoleSacker1,MapRoleSacker2,MapRolePassDefender,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,23,1681067419.0,51019,2023-04-09 19:10:19.000000,EventFootballPass,2-9-SA 29 (10:36) 12 B. Silvers pass to 6 T. Harris to SA 26 for 3 yards (15 J. Williams),,True,1,10,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,11,2302031-HOU-at-SA,636,1536,3336,10:36,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Home,29,1,29.0,0,0,0,2.0,9.0,21974,,,,StatusOfficial,ResultPassComplete,,,,21984,20642,,Visitor,30.0,9.0,4:33, ,3.0,44.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,25,1681067460.0,51060,2023-04-09 19:11:00.000000,EventFootballPass,3-6-SA 26 (9:55) 12 B. Silvers pass to 6 T. Harris to SA 4 for 22 yards (28 J. Koerner),,True,1,9,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,12,2302031-HOU-at-SA,595,1495,3295,9:55,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Home,26,1,26.0,0,0,0,3.0,6.0,20901,,,,StatusOfficial,ResultPassComplete,,,,21984,20642,,Visitor,30.0,10.0,5:19, ,22.0,66.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,27,1681067499.0,51099,2023-04-09 19:11:39.000000,EventFootballTimeout,1-4-SA 4 (9:33) Timeout by San Antonio Brahmas at 9:33,,True,1,9,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,13,2302031-HOU-at-SA,573,1473,3273,9:33,2,,,0.0,HOU,SA,0.0,3,3,3.0,3.0,Home,4,1,4.0,0,0,0,1.0,4.0,,,,,StatusOfficial,,,,,,,,Visitor,30.0,10.0,5:27, ,,66.0,,,,,,,3,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,29,1681067630.0,51230,2023-04-09 19:13:50.000000,EventFootballRush,1-4-SA 4 (9:29) 22 M. Borghi rush to SA 3 for 1 yard (28 J. Koerner),,True,1,9,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,14,2302031-HOU-at-SA,569,1469,3269,9:29,2,,,0.0,HOU,SA,0.0,3,2,3.0,3.0,Home,4,1,4.0,0,0,0,1.0,4.0,20901,,,,StatusOfficial,,,,,,,,Visitor,30.0,11.0,5:41, ,1.0,67.0,,,,,,20149,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,31,1681067669.0,51269,2023-04-09 19:14:29.000000,EventFootballPass,"2-3-SA 3 (8:52) 12 B. Silvers pass to 1 D. Burnett for 3 yards, TOUCHDOWN",,True,1,8,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,15,2302031-HOU-at-SA,532,1432,3232,8:52,2,,,0.0,HOU,SA,0.0,3,2,3.0,3.0,Home,3,1,3.0,0,0,0,2.0,3.0,,,,,StatusOfficial,ResultPassComplete,,,,21984,20229,,Visitor,30.0,12.0,6:08,TD,3.0,70.0,,,,,,,,ScoreTypeTd,,,,,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,33,1681067701.0,51301,2023-04-09 19:15:01.000000,EventFootballPat1PtRush,FROM SA 2 (8:52) 22 M. Borghi 1-pt conversion rush attempt NO GOOD,,True,1,8,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,16,2302031-HOU-at-SA,532,1432,3232,8:52,2,,,0.0,HOU,SA,0.0,3,2,3.0,3.0,Home,2,1,2.0,0,6,0,,,,,,,StatusOfficial,,,,,,,,,,,,,0.0,,,,,,,20149,,,1.0,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,35,1681067975.0,51575,2023-04-09 19:19:35.000000,EventFootballPenalty,"FROM HOU 30 (8:46) PENALTY on Houston Roughnecks, 5 yards",,True,1,8,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,17,2302031-HOU-at-SA,526,1426,3226,8:46,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Visitor,30,2,30.0,0,6,0,,,,,,,StatusOfficial,,,,,,,,Home,,,0:06, ,,,2,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,37,1681067999.0,51599,2023-04-09 19:19:59.000000,EventFootballKickoff,FROM HOU 25 (8:46) 8 A. Jones kicks from HOU 25. 6 F. Brown to SA 29 for 10 yards (33 T. Harris),,True,1,8,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,18,2302031-HOU-at-SA,526,1426,3226,8:46,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Visitor,25,2,25.0,0,6,0,,,22857,,22903,20203,StatusOfficial,ResultKickReturned,10.0,Home,29.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,39,1681068058.0,51658,2023-04-09 19:20:58.000000,EventFootballPass,"1-10-SA 29 (8:38) 16 J. Coan pass to 82 L. Akers to SA 37 for 8 yards (11 T. Beckett, 36 C. Brice)",,True,1,8,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,19,2302031-HOU-at-SA,518,1418,3218,8:38,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Home,29,2,71.0,0,6,0,1.0,10.0,20107,21918,,,StatusOfficial,ResultPassComplete,,,,20301,20016,,Home,29.0,1.0,0:30, ,8.0,8.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,41,1681068089.0,51689,2023-04-09 19:21:29.000000,EventFootballRush,"2-2-SA 37 (8:07) 9 J. Patrick rush to SA 38 for 1 yard (33 T. Harris, 96 J. Heflin)",,True,1,8,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,20,2302031-HOU-at-SA,487,1387,3187,8:07,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Home,37,2,63.0,0,6,0,2.0,2.0,22857,22875,,,StatusOfficial,,,,,,,,Home,29.0,2.0,0:57, ,1.0,9.0,,,,,,21196,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,43,1681068124.0,51724,2023-04-09 19:22:04.000000,EventFootballRush,"3-1-SA 38 (7:33) 9 J. Patrick rush to SA 46 for 8 yards (11 T. Beckett, 4 W. Likely)",,True,1,7,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,21,2302031-HOU-at-SA,453,1353,3153,7:33,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Home,38,2,62.0,0,6,0,3.0,1.0,20107,22601,,,StatusOfficial,,,,,,,,Home,29.0,3.0,1:36, ,8.0,17.0,,,,,,21196,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,45,1681068158.0,51758,2023-04-09 19:22:38.000000,EventFootballPass,"1-10-SA 46 (6:58) 16 J. Coan pass to 9 J. Patrick to HOU 42 for 12 yards (11 T. Beckett, 36 C. Brice)",,True,1,6,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,22,2302031-HOU-at-SA,418,1318,3118,6:58,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Home,46,2,54.0,0,6,0,1.0,10.0,20107,21918,,,StatusOfficial,ResultPassComplete,,,,20301,21196,,Home,29.0,4.0,2:09, ,12.0,29.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,47,1681068199.0,51799,2023-04-09 19:23:19.000000,EventFootballPass,1-10-HOU 42 (6:18) 16 J. Coan pass incomplete to 18 T. Vasher QB Hit by 45 J. Daka,,True,1,6,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,23,2302031-HOU-at-SA,378,1278,3078,6:18,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Visitor,42,2,42.0,0,6,0,1.0,10.0,,,,,StatusOfficial,ResultPassIncomplete,,,,20301,21898,20350,Home,29.0,5.0,2:39, ,,29.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,49,1681068236.0,51836,2023-04-09 19:23:56.000000,EventFootballPass,2-10-HOU 42 (5:47) 16 J. Coan pass incomplete to 18 T. Vasher,,True,1,5,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,24,2302031-HOU-at-SA,347,1247,3047,5:47,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Visitor,42,2,42.0,0,6,0,2.0,10.0,,,,,StatusOfficial,ResultPassIncomplete,,,,20301,21898,,Home,29.0,6.0,3:05, ,,29.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,51,1681068273.0,51873,2023-04-09 19:24:33.000000,EventFootballPass,3-10-HOU 42 (5:15) 16 J. Coan pass to 82 L. Akers to HOU 20 for 22 yards (3 A. Harris),,True,1,5,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,25,2302031-HOU-at-SA,315,1215,3015,5:15,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Visitor,42,2,42.0,0,6,0,3.0,10.0,20633,,,,StatusOfficial,ResultPassComplete,,,,20301,20016,,Home,29.0,7.0,3:47, ,22.0,51.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,53,1681068306.0,51906,2023-04-09 19:25:06.000000,EventFootballRush,"1-10-HOU 20 (4:43) 9 J. Patrick rush to HOU 18 for 2 yards (36 C. Brice, 3 A. Harris)",,True,1,4,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,26,2302031-HOU-at-SA,283,1183,2983,4:43,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Visitor,20,2,20.0,0,6,0,1.0,10.0,21918,20633,,,StatusOfficial,,,,,,,,Home,29.0,8.0,4:18, ,2.0,53.0,,,,,,21196,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,57,1681068344.0,51944,2023-04-09 19:25:44.000000,EventFootballPass,2-8-HOU 18 (4:04) 16 J. Coan pass to 9 J. Patrick to HOU 1 for 17 yards (18 J. Mosley),,True,1,4,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,27,2302031-HOU-at-SA,244,1144,2944,4:04,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Visitor,18,2,18.0,0,6,0,2.0,8.0,21108,,,,StatusOfficial,ResultPassComplete,,,,20301,21196,,Home,29.0,9.0,4:53, ,17.0,70.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,59,1681068436.0,52036,2023-04-09 19:27:16.000000,EventFootballRush,1-1-HOU 1 (3:49) 31 J. Hilliman rush to HOU 2 for -1 yards (11 T. Beckett),,True,1,3,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,28,2302031-HOU-at-SA,229,1129,2929,3:49,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Visitor,1,2,1.0,0,6,0,1.0,1.0,20107,,,,StatusOfficial,,,,,,,,Home,29.0,10.0,5:11, ,-1.0,69.0,,,,,,20697,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,61,1681068476.0,52076,2023-04-09 19:27:56.000000,EventFootballRush,2-2-HOU 2 (3:10) 4 J. Pass rush to HOU 3 for -1 yards (36 C. Brice),,True,1,3,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,29,2302031-HOU-at-SA,190,1090,2890,3:10,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Visitor,2,2,2.0,0,6,0,2.0,2.0,21918,,,,StatusOfficial,,,,,,,,Home,29.0,11.0,5:57, ,-1.0,68.0,,,,,,21194,,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,63,1681068516.0,52116,2023-04-09 19:28:36.000000,EventFootballTimeout,3-3-HOU 3 (2:34) Timeout by San Antonio Brahmas at 2:34,,True,1,2,34,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,30,2302031-HOU-at-SA,154,1054,2854,2:34,3,,,1.0,SA,HOU,0.0,3,2,2.0,2.0,Visitor,3,2,3.0,0,6,0,3.0,3.0,,,,,StatusOfficial,,,,,,,,Home,29.0,11.0,6:18, ,,68.0,,,,,,,3,,,,,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,68,1681068583.0,52183,2023-04-09 19:29:43.000000,EventFootballSack,"3-3-HOU 3 (2:25) 16 J. Coan sacked at HOU 8 for -5 yards (4 W. Likely, 33 T. Harris)",,True,1,2,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,31,2302031-HOU-at-SA,145,1045,2845,2:25,3,,,1.0,SA,HOU,0.0,3,1,1.0,1.0,Visitor,3,2,3.0,0,6,0,3.0,3.0,,,,,StatusOfficial,,,,,20301,,,Home,29.0,12.0,6:42, ,-5.0,63.0,,,,,,,,,,22601,22857,,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,67,1681068608.0,52208,2023-04-09 19:30:08.000000,EventFootballFg,4-8-HOU 8 (2:00) 23 P. Romo 26 yard field goal is GOOD,,True,1,2,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,32,2302031-HOU-at-SA,120,1020,2820,2:00,3,,,1.0,SA,HOU,0.0,3,1,1.0,1.0,Visitor,8,2,8.0,0,6,0,4.0,8.0,,,21775,,StatusOfficial,ResultKickMade,,,,,,,Home,29.0,13.0,6:52,FG,26.0,63.0,,,,,,,,ScoreTypeFg,,,,,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_4_9_HOU@SA,HOU,2,SA,3,outdoors,70,1681068808.0,52408,2023-04-09 19:33:28.000000,EventFootballKickoff,"FROM SA 30 (1:56) 23 P. Romo kicks from SA 30. 20 D. Lee to HOU 25 for 21 yards (28 J. Koerner) PENALTY on Houston Roughnecks, 5 yards",,True,1,1,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_HOU@SA,,QBStat,33,2302031-HOU-at-SA,116,1016,2816,1:56,2,,,0.0,HOU,SA,0.0,3,1,3.0,3.0,Home,30,3,30.0,0,6,3,,,20901,,21775,20940,StatusOfficial,ResultKickReturned,21.0,Visitor,25.0,,,,,,,,,,,2,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,0.0,0.0,0.0,0.0,0.0
